Id,Nom,Image,Catégorie,Description,Cuisson,Préparation,Portions unité,Difficulté,Portions,Régime,Coût,Instructions,Ingrédients,Audio
780,Riz au poulet citronné et thym,https://zyllio.github.io/zyllio-samples/recipies/recipies/images/780.jpg,Plats,"Un délicieux plat de poulet citronné avec du thym sur un lit de riz thaï, parfait pour un repas facile et rapide.",12,10,personnes,1,4,One pot rice,3,"Préparation : faites revenir les lanières de poitrines de poulet, le zeste et le jus de citron, le thym, un filet d'huile d'olive, le sel, et le poivre menu Thermogrill couvercle ouvert, puissance 3 pendant 7 minutes.
Cuisson : ajoutez 1 mesure de riz thaï et 1,5 mesure d’eau. Sélectionnez le mode riz 3 pour une cuisson de 13 à 15 minutes. Validez par cuisiner.
Laissez reposer avant de servir. Servez chaud","1 tasse Riz thaï
2 Poitrines de poulet, coupé en fine lanière
1 Citron, zeste et jus
1 cuillère à soupe Thym frais
Sel, au goût
Poivre, au goût
Huile d'olive, au goût",
781,Riz aux épinards et feta,https://zyllio.github.io/zyllio-samples/recipies/recipies/images/781.jpg,Plats,"Un plat simple et savoureux de riz semi complet avec des épinards frais et de la feta, relevé d'une touche d'ail.",10,10,personnes,1,4,One pot rice,2,"Préparation : faites revenir les épinards, la feta, l'ail, un filet d'huile d'olive, le sel, et le poivre. Menu Thermogrill couvercle ouvert, puissance 3 pendant 1 minute.
Cuisson : ajoutez 1 mesure de riz semi complet et 1,5 mesure d’eau. Sélectionnez le mode riz 2 pour une cuisson de 11 à 12 minutes. Validez par cuisiner.
Laissez reposer avant de servir. Servez chaud.","1 tasse Riz semi complet, cuisson 12 minutes
200 gramme Épinards, frais
100 gramme Feta, émiettée
2 Gousses d'ail, émincées
Sel, au goût
1 pincée Poivre
1 filet Huile d'olive",
782,Riz aux carottes et cumin,https://zyllio.github.io/zyllio-samples/recipies/recipies/images/782.jpg,Plats,"Un délicieux plat parfumé de riz blanc et carottes assaisonné au cumin, idéal pour un repas simple et savoureux.",20,10,personnes,1,4,One pot rice,1,"Préparation : faites revenir les carottes, le cumin, un filet d'huile d'olive, le sel, et le poivre poivre menu Thermogrill couvercle ouvert, puissance 3 pendant 2 minutes.
Cuisson sous vide: Placez le sachet dans la cuve remplie aux 2/3 d'eau. Programmez à 85°C pour 30 minutes. Validez par cuisiner.
Cuisson du riz: Préparez le riz en ajoutant 1 mesure de riz et 1,5 mesure d'eau dans la cuve. Sélectionnez le mode riz 1 pour une cuisson de 8 à 10 minutes. Validez par cuisiner.
Finition: Mélangez les carottes cuites avec le riz. Servez chaud pour un plat coloré et parfumé.","1 tasse Riz blanc rond, cuisson 10 minutes
3 Carottes, coupées en dés
1 cuillère à café Cumin, moulu
Sel, au goût
1 pincée Poivre
1 filet Huile d'olive",
783,Riz au poulet teriyaki,https://zyllio.github.io/zyllio-samples/recipies/recipies/images/783.jpg,Plats,"Plat de riz basmati accompagné de poulet en sauce teriyaki, cuit sous vide et assaisonné de gingembre et de miel.",50,15,personnes,2,4,One pot rice,3,"Préparation sous vide: Dans un sachet sous vide, combinez le poulet, la sauce teriyaki, le miel, le gingembre, un filet d'huile de sésame, le sel, et le poivre. Scellez le sachet avec l'appareil Thermochef vacuum.
Cuisson sous vide: Placez le sachet dans la cuve remplie aux 2/3 d'eau. Réglez la température à 70°C pour 45 minutes. Validez par cuisiner. réserver
Cuisson du riz: Après la cuisson du poulet, préparez le riz. Ajoutez 1 mesure de riz et 1,5 mesure d'eau dans la cuve. Sélectionnez le mode riz 3 pour une cuisson de 13 à 14 minutes. Validez par cuisiner.
Finition: Après la cuisson, mélangez le poulet Teriyaki avec le riz. Servez chaud pour un plat riche en saveurs.","1 tasse Riz basmati
2 Poitrines de poulet
4 cuillère à soupe Sauce teriyaki
1 cuillère à soupe Miel
1 cuillère à soupe Gingembre frais, râpé
Sel, au goût
Poivre, au goût
Huile de sésame, au goût",
784,Riz aux lentilles et épices,https://zyllio.github.io/zyllio-samples/recipies/recipies/images/784.jpg,Plats,"Un plat nutritif et savoureux mêlant riz complet, lentilles vertes et épices aromatiques.",8,3,personnes,1,4,One pot rice,1,"Préparation : combinez les lentilles, le riz complet, le curcuma, le cumin, un filet d'huile d'olive, le sel, et le poivre.
Cuisson : Ajoutez 3 tasses de bouillon de légumes dans la cuve. Sélectionnez le mode légumes secs programmé 8minutes pression 6, puissance 2. Couvercle fermé. Validez par cuisiner.
Finition: Servez chaud pour un plat nutritif et savoureux.","1 tasse Riz complet, cuisson 21 minutes
1 tasse Lentilles vertes
1 cuillère à café Curcuma
1 cuillère à café Cumin
3 tasses Bouillon de légumes
Sel, au goût
Poivre, au goût
1 filet Huile d'olive",
785,Riz aux tomates cerises et basilic,https://zyllio.github.io/zyllio-samples/recipies/recipies/images/785.jpg,Plats,Un riz savoureux agrémenté de tomates cerises et de basilic frais.,10,10,personnes,1,4,One pot rice,2,"Préparation combinez les tomates cerises, le basilic, l'ail, un filet d'huile d'olive, le sel, et le poivre, ajoutez 1 mesure de riz blanc rond et 1,5 mesure d’eau
Cuisson : Sélectionnez le mode riz 1 pour une cuisson de 8 à 10 minutes. Validez par cuisiner.
Laissez reposer avant de servir.
Servez chaud.","1 tasse Riz blanc rond, cuisson 10 minutes
200 gramme Tomates cerise, coupées en deux
1 bouquet Basilic frais, haché
2 Gousses d'ail, émincées
Sel, au goût
1 pincée Poivre
1 filet Huile d'olive",
786,Riz au curry vert et poulet,https://zyllio.github.io/zyllio-samples/recipies/recipies/images/786.jpg,Plats,Un plat savoureux de poulet et riz cuisiné avec du curry vert et du lait de coco.,50,15,personnes,2,4,One pot rice,3,"Préparation sous vide: Dans un sachet sous vide, combinez le poulet, la pâte de curry vert, le lait de coco, l'oignon, le poivron, un filet d'huile d'olive, le sel, et le poivre. Scellez le sachet avec l'appareil Thermochef vacuum.
Cuisson sous vide: Placez le sachet dans la cuve remplie aux 2/3 d'eau. Réglez la température à 80°C pour 40 minutes. Validez par cuisiner. Réserver en fin de cuisson
Cuisson du riz: Après la cuisson du poulet, préparez le riz. Ajoutez 1 mesure de riz et 1,5 mesure d'eau dans la cuve. Sélectionnez le mode riz 3 pour une cuisson de 13 à 14 minutes. Validez par cuisiner.
Finition: Mélangez le poulet au curry vert avec le riz cuit. Servez chaud pour un plat riche en saveurs.","1 tasse Riz thai
2 Poitrines de poulet, coupées en dés
2 cuillère à soupe Pâte de curry vert
200 Millilitre Lait de coco
1 Oignon, haché
1 Poivron rouge, coupé en lanières
Sel, au goût
1 pincée Poivre
1 filet Huile d'olive",
787,Riz aux cèpes et parmesan,https://zyllio.github.io/zyllio-samples/recipies/recipies/images/787.jpg,Plats,"Un plat riche et savoureux de riz parfumé accompagné de cèpes et parmesan, cuit sous vide et à la perfection.",40,15,personnes,2,4,One pot rice,4,"1. Préparation sous vide: Dans un sachet sous vide, combinez les cèpes, le parmesan, l'échalote, l'ail, un filet d'huile d'olive, le sel, et le poivre. Scellez le sachet avec l'appareil Thermochef vacuum.
2. Cuisson sous vide: Placez le sachet dans la cuve remplie aux 2/3 d'eau. Réglez la température à 85°C pour 35 minutes. Validez par cuisiner.
3. Cuisson du riz: Pendant la cuisson des cèpes, préparez le riz. Ajoutez 1 mesure de riz et 1,5 mesure d'eau dans la cuve. Sélectionnez le mode riz 2 pour une cuisson de 11 à 12 minutes. Validez par cuisiner.
4. Finition: Mélangez les cèpes et le parmesan avec le riz cuit. Servez chaud pour un plat gourmet et réconfortant.","1 tasse Riz basmati
200 gramme Cèpes, nettoyés et coupés en morceaux
50 gramme Parmesan, râpé
1 Échalote, hachée
2 Gousses d'ail, émincées
Sel, au goût
Poivre, au goût
Huile d'olive, au goût",
788,Riz au saumon fumé et aneth,https://zyllio.github.io/zyllio-samples/recipies/recipies/images/788.jpg,Plats,"Un délicieux plat de riz basmati mélangé avec du saumon fumé et de l'aneth frais, agrémenté de zeste de citron pour un repas léger et parfumé.",30,10,personnes,1,4,One pot rice,4,"1. Cuisson du riz: préparez le riz. Ajoutez 1 mesure de riz et 1,5 mesure d'eau dans la cuve. Sélectionnez le mode riz 2 pour une cuisson de 11 à 12 minutes. Validez par cuisiner.
2. Finition: Mélangez le saumon fumé et l'aneth avec le riz cuit. Servez chaud pour un plat léger et parfumé. Avec le zeste de citron et un peu d’huile d’olive.","1 tasse Riz basmati
200 gramme Saumon fumé, coupé en lanières
1 bouquet Aneth frais, haché
1 Zeste d'un citron
Sel, au goût
1 pincée Poivre
Huile d'olive, au goût",
789,Riz aux artichauts et citron,https://zyllio.github.io/zyllio-samples/recipies/recipies/images/789.jpg,Plats,Un plat léger et rafraîchissant associant la douceur des artichauts au piquant du citron.,10,15,personnes,1,4,One pot rice,3,"{'step': 1, 'instruction': ""Préparation : faites revenir les cœurs d'artichauts, le zeste et le jus de citron, l'ail, un filet d'huile d'olive, le sel, et le poivre menu Thermogrill couvercle ouvert, puissance 3 pendant 3 minutes.""}
{'step': 2, 'instruction': ""Cuisson : Ajoutez 1 mesure de riz et 1,5 mesure d'eau dans la cuve. Sélectionnez le mode riz 3 pour une cuisson de 13 à 14 minutes. Validez par cuisiner.""}
{'step': 3, 'instruction': 'Finition: Servez chaud pour un plat frais et savoureux.'}","1 tasse Riz thai, cuisson 14 minutes
200 gramme Cœurs d'artichauts, coupés en quartiers
1 Citron, zeste et jus
2 Gousses d'ail, émincées
Sel, au goût
Poivre, au goût
Huile d'olive, au goût",
790,Riz aux pois chiches et cumin,https://zyllio.github.io/zyllio-samples/recipies/recipies/images/790.jpg,Plats,Un plat simple et savoureux combinant le riz basmati parfumé avec des pois chiches et une touche de cumin.,110,10,personnes,1,4,One pot rice,2,"Préparation, combinez les pois chiches, le cumin, l'oignon, l'ail, un filet d'huile d'olive, le sel, et le poivre 1 tasse de riz et 1.5 tasse d’eau.
Cuisson : Sélectionnez le mode riz 3 pour une cuisson de 11 à 12 minutes. Validez par cuisiner.
Servez chaud pour un plat nutritif et riche en saveurs.","1 tasse Riz basmati
1 boîte Pois chiches, égouttée et rincée
1 cuillère à café Cumin moulu
1 Oignon, haché
2 gousses Ail, émincées
1.5 tasse Eau
Sel, au goût
Poivre, au goût
Huile d'olive, au goût",
791,Riz au pesto et tomates séchées,https://zyllio.github.io/zyllio-samples/recipies/recipies/images/791.jpg,Plats,Un plat simple et rapide à base de riz basmati parfumé au pesto et enrichi de tomates séchées et de parmesan.,10,10,personnes,1,4,One pot rice,3,"Préparation: combinez le pesto, les tomates séchées, le parmesan, le sel, et le poivre, ajouter la tasse de riz et 1 tasse d’eau.
Cuisson du riz: Sélectionnez le mode riz 2 pour une cuisson de 11 à 12 minutes. Validez par cuisiner.
Servez chaud pour un plat riche en goût et en couleur.","1 tasse Riz basmati
100 gramme Pesto
50 gramme Tomates séchées, coupées en petits morceaux
50 gramme Parmesan, râpé
Sel, au goût
Poivre, au goût",
792,Riz aux courgettes et citron,https://zyllio.github.io/zyllio-samples/recipies/recipies/images/792.jpg,Plats,Un plat léger de riz basmati avec des courgettes et une touche de citron.,10,10,personnes,1,4,One pot rice,2,"Préparation : faites revenir les courgettes, le zeste et le jus de citron, l'ail, un filet d'huile d'olive, le sel, et le poivre avec le Thermogrill couvercle ouvert, puissance 3 pendant 7 minutes.
Cuisson : Ajoutez 1 mesure de riz et 1,5 mesure d'eau dans la cuve. Sélectionnez le mode riz 3 pour une cuisson de 11 à 12 minutes. Validez par cuisiner.
Servez chaud pour un plat léger et rafraîchissant.","1 tasse Riz basmati
2 Courgettes, coupées en demi-lunes
1 Citron, zeste et jus
1 gousse Ail, émincée
Sel, au goût
1 pincée Poivre
1 filet Huile d'olive",
793,Pain vapeur basique,https://zyllio.github.io/zyllio-samples/recipies/recipies/images/793.jpg,Accompagnements,"Un pain simple cuit à la vapeur, idéal pour les amateurs de pains maisons moelleux et légèrement dorés.",65,15,personnes,1,4,Pain et naan,1,"Dans un grand bol, mélangez la farine, le sel, et le sucre si utilisé.
Dissolvez la levure dans l'eau tiède et laissez reposer 5 minutes.
Incorporez l'eau avec la levure dans le mélange de farine et pétrissez jusqu'à obtenir une pâte homogène.
Couvrez le bol avec un torchon propre et laissez la pâte lever dans un endroit tiède pendant 1 heure ou jusqu'à ce qu'elle double de volume.
Placez la pâte directement dans la cuve du Thermochef, préalablement huilée ou recouverte de papier cuisson pour éviter que le pain ne colle.
Utilisez le menu 'four vapeur' avec le couvercle fermé pour cuire et dorer en même temps. Réglez sur puissance 3, pression 7, et choisissez un temps de cuisson de 1 heure.
Tournez le pain à mi-cuisson pour obtenir une croûte dorée de manière uniforme.
À la fin du cycle de cuisson, ouvrez le couvercle avec précaution.
Retirez le pain de la cuve et laissez-le refroidir sur une grille pour que la croûte devienne croustillante et la mie reste moelleuse.","500 gramme Farine de blé
300 Millilitre Eau, tiède
10 gramme Levure de boulanger sèche
1 cuillère à café Sel
1 cuillère à soupe Sucre, optionnel, pour favoriser la levée",
794,Pain complet à la vapeur et doré,https://zyllio.github.io/zyllio-samples/recipies/recipies/images/794.jpg,Accompagnements,"Un pain complet moelleux cuit à la vapeur avec une croûte légèrement croustillante, réalisé avec des ingrédients simples.",70,20,personnes,2,4,Pain et naan,2,"Dans un grand bol, combinez la farine complète, le sel, et les graines de tournesol.
Dissolvez la levure dans l'eau tiède avec le miel ou le sirop d'érable et laissez reposer pendant 5 minutes.
Ajoutez le mélange liquide au mélange sec et pétrissez jusqu'à obtenir une pâte homogène et légèrement collante.
Couvrez et laissez lever dans un endroit tiède pendant environ 1 heure, ou jusqu'à ce que la pâte ait doublé de volume.
Placez la pâte directement dans la cuve du Thermochef, préalablement huilée ou recouverte de papier cuisson pour éviter que le pain ne colle.
Pour cuire et dorer en même temps, utilisez le menu 'four vapeur' avec le couvercle fermé. Réglez sur puissance 3, pression 7, et choisissez un temps de cuisson de 1 heure pour la cuisson à la vapeur.
Tourner à mi cuisson, nous sommes dans une cuisson vapeur douce donc il est nécessaire de tourner le pain à mi cuisson pour avoir une croûte dorée.
Une fois le cycle de cuisson terminé, ouvrez le couvercle du Thermochef avec précaution pour éviter les brûlures dues à la vapeur.
Retirez le pain de la cuve et laissez-le refroidir sur une grille pendant au moins 20 minutes avant de le couper, pour permettre à la croûte de devenir croustillante et au centre de rester moelleux.","500 gramme Farine complète
350 Millilitre Eau tiède
15 gramme Levure de boulanger fraîche
1 cuillère à café Sel
1 cuillère à soupe Miel, ou de sirop d'érable
50 gramme Graines de tournesol, optionnel",
795,Pain aux céréales et aux noix,https://zyllio.github.io/zyllio-samples/recipies/recipies/images/795.jpg,Accompagnements,"Ce pain aux céréales et aux noix combine la douceur des céréales, le croquant des noix, et la richesse des graines pour un résultat à la fois nutritif et gourmand.",70,20,personnes,2,4,Pain et naan,3,"Dans un grand bol, mélangez les farines, le sel, les noix concassées, et les graines de lin.
Dissolvez la levure dans l'eau tiède avec le miel et laissez reposer pendant 5 minutes.
Incorporez le mélange liquide au mélange sec et pétrissez jusqu'à obtenir une pâte homogène et légèrement collante.
Couvrez et laissez lever dans un endroit tiède pendant environ 1 heure, ou jusqu'à ce que la pâte ait doublé de volume.
Transférez la pâte levée directement dans la cuve du Thermochef, préalablement huilée ou recouverte de papier cuisson.
Utilisez le menu 'four vapeur' avec le couvercle fermé, réglez sur puissance 3, pression 7, et programmez 1 heure de cuisson à la vapeur.
Tourner à mi cuisson, nous sommes dans une cuisson vapeur douce donc il est nécessaire de tourner le pain à mi cuisson pour avoir une croute doré.
À la fin du cycle de cuisson, ouvrez le couvercle avec précaution.
Retirez le pain de la cuve et laissez-le refroidir sur une grille pour que la croûte devienne croustillante et la mie reste moelleuse.","400 gramme Farine multi-céréales
100 gramme Farine de seigle
350 Millilitre Eau tiède
15 gramme Levure de boulanger fraîche
1 cuillère à café Sel
1 cuillère à soupe Miel
100 gramme Mélange de noix concassées, noix, noisettes, amandes
50 gramme Graines de lin",
